state_name,year,month,demand
GOA,2020,2,899
GOA,2020,3,490
GUJARAT,2019,4,271646
GUJARAT,2019,5,413533
GUJARAT,2019,6,349581
GUJARAT,2019,7,145949
GUJARAT,2019,8,80464
GUJARAT,2019,9,80828
GUJARAT,2019,10,67868
GUJARAT,2019,11,112912
GUJARAT,2019,12,201221
GUJARAT,2020,1,257820
GUJARAT,2020,2,279030
GUJARAT,2020,3,191390
HARYANA,2019,4,22317
HARYANA,2019,5,31294
HARYANA,2019,6,98738
HARYANA,2019,7,93918
HARYANA,2019,8,91630
HARYANA,2019,9,84119
HARYANA,2019,10,35024
HARYANA,2019,11,71107
HARYANA,2019,12,95922
HARYANA,2020,1,106378
HARYANA,2020,2,112617
HARYANA,2020,3,89301
HIMACHAL PRADESH,2019,4,171417
HIMACHAL PRADESH,2019,5,166120
HIMACHAL PRADESH,2019,6,192979
HIMACHAL PRADESH,2019,7,164130
HIMACHAL PRADESH,2019,8,140495
HIMACHAL PRADESH,2019,9,167565
HIMACHAL PRADESH,2019,10,144962
HIMACHAL PRADESH,2019,11,160187
HIMACHAL PRADESH,2019,12,170154
HIMACHAL PRADESH,2020,1,165849
HIMACHAL PRADESH,2020,2,203855
HIMACHAL PRADESH,2020,3,204954
JAMMU AND KASHMIR,2019,4,77793
JAMMU AND KASHMIR,2019,5,58887
JAMMU AND KASHMIR,2019,6,33564
JAMMU AND KASHMIR,2019,7,48876
JAMMU AND KASHMIR,2019,8,25723
JAMMU AND KASHMIR,2019,9,39745
JAMMU AND KASHMIR,2019,10,63038
JAMMU AND KASHMIR,2019,11,104631
JAMMU AND KASHMIR,2019,12,148038
JAMMU AND KASHMIR,2020,1,186423
JAMMU AND KASHMIR,2020,2,282872
JAMMU AND KASHMIR,2020,3,280379
JHARKHAND,2019,4,593646
JHARKHAND,2019,5,553986
JHARKHAND,2019,6,546742
JHARKHAND,2019,7,509818
JHARKHAND,2019,8,500308
JHARKHAND,2019,9,464568
JHARKHAND,2019,10,327847
JHARKHAND,2019,11,416478
JHARKHAND,2019,12,393102
JHARKHAND,2020,1,432658
JHARKHAND,2020,2,451829
JHARKHAND,2020,3,387226
KARNATAKA,2019,4,746225
KARNATAKA,2019,5,945591
KARNATAKA,2019,6,941826
KARNATAKA,2019,7,935073
KARNATAKA,2019,8,645566
KARNATAKA,2019,9,547498
KARNATAKA,2019,10,459730
KARNATAKA,2019,11,466244
KARNATAKA,2019,12,491644
KARNATAKA,2020,1,549085
KARNATAKA,2020,2,628457
KARNATAKA,2020,3,641984
KERALA,2019,4,286883
KERALA,2019,5,569042
KERALA,2019,6,658287
KERALA,2019,7,782620
KERALA,2019,8,816950
KERALA,2019,9,692392
KERALA,2019,10,830515
KERALA,2019,11,822741
KERALA,2019,12,807845
KERALA,2020,1,844521
KERALA,2020,2,826012
KERALA,2020,3,734830
LADAKH,2019,4,533
LADAKH,2019,5,174
LADAKH,2019,6,230
LADAKH,2019,7,5235
LADAKH,2019,8,9794
LADAKH,2019,9,12101
LADAKH,2019,10,10358
LADAKH,2019,11,10399
LADAKH,2019,12,6039
LADAKH,2020,1,8248
LADAKH,2020,2,4860
LADAKH,2020,3,4367
MADHYA PRADESH,2019,4,1336751
MADHYA PRADESH,2019,5,1525163
MADHYA PRADESH,2019,6,1549018
MADHYA PRADESH,2019,7,1045149
MADHYA PRADESH,2019,8,764237
MADHYA PRADESH,2019,9,825181
MADHYA PRADESH,2019,10,934615
MADHYA PRADESH,2019,11,1117945
MADHYA PRADESH,2019,12,1301746
MADHYA PRADESH,2020,1,1339757
MADHYA PRADESH,2020,2,1295971
MADHYA PRADESH,2020,3,961903
MAHARASHTRA,2019,4,501311
MAHARASHTRA,2019,5,651336
MAHARASHTRA,2019,6,625075
MAHARASHTRA,2019,7,306007
MAHARASHTRA,2019,8,232599
MAHARASHTRA,2019,9,227079
MAHARASHTRA,2019,10,197697
MAHARASHTRA,2019,11,270243
MAHARASHTRA,2019,12,334049
MAHARASHTRA,2020,1,408472
MAHARASHTRA,2020,2,440510
MAHARASHTRA,2020,3,405048
MANIPUR,2019,4,24149
MANIPUR,2019,5,8320
MANIPUR,2019,6,100916
MANIPUR,2019,7,82687
MANIPUR,2019,8,270952
MANIPUR,2019,9,452604
MANIPUR,2019,10,270599
MANIPUR,2019,11,91159
MANIPUR,2019,12,23902
MANIPUR,2020,1,31038
MANIPUR,2020,2,200905
MANIPUR,2020,3,425650
MEGHALAYA,2019,4,34903
MEGHALAYA,2019,5,45915
MEGHALAYA,2019,6,64050
MEGHALAYA,2019,7,118373
MEGHALAYA,2019,8,156743
MEGHALAYA,2019,9,186301
MEGHALAYA,2019,10,198991
MEGHALAYA,2019,11,222653
MEGHALAYA,2019,12,147083
MEGHALAYA,2020,1,263970
MEGHALAYA,2020,2,271680
MEGHALAYA,2020,3,213852
MIZORAM,2019,4,178938
MIZORAM,2019,5,185115
MIZORAM,2019,6,191757
MIZORAM,2019,7,174436
MIZORAM,2019,8,194120
MIZORAM,2019,9,194717
MIZORAM,2019,10,195310
MIZORAM,2019,11,195838
MIZORAM,2019,12,169265
MIZORAM,2020,1,194956
MIZORAM,2020,2,170184
MIZORAM,2020,3,174523
NAGALAND,2019,4,27837
NAGALAND,2019,5,82651
NAGALAND,2019,6,126845
NAGALAND,2019,7,36910
NAGALAND,2019,8,46152
NAGALAND,2019,9,244742
NAGALAND,2019,10,241865
NAGALAND,2019,11,192941
NAGALAND,2019,12,107486
NAGALAND,2020,1,159137
NAGALAND,2020,2,222674
NAGALAND,2020,3,167343
ODISHA,2019,4,449816
ODISHA,2019,5,594545
ODISHA,2019,6,515248
ODISHA,2019,7,385885
ODISHA,2019,8,365157
ODISHA,2019,9,521389
ODISHA,2019,10,632589
ODISHA,2019,11,616776
ODISHA,2019,12,648314
ODISHA,2020,1,698197
ODISHA,2020,2,791003
ODISHA,2020,3,787279
PUNJAB,2019,4,195670
PUNJAB,2019,5,278166
PUNJAB,2019,6,321733
PUNJAB,2019,7,314990
PUNJAB,2019,8,292533
PUNJAB,2019,9,146206
PUNJAB,2019,10,276216
PUNJAB,2019,11,284284
PUNJAB,2019,12,254416
PUNJAB,2020,1,214600
PUNJAB,2020,2,254710
PUNJAB,2020,3,234448
RAJASTHAN,2019,4,2925839
RAJASTHAN,2019,5,3331016
RAJASTHAN,2019,6,3403504
RAJASTHAN,2019,7,2089848
RAJASTHAN,2019,8,1241068
RAJASTHAN,2019,9,1070542
RAJASTHAN,2019,10,1028259
RAJASTHAN,2019,11,1399347
RAJASTHAN,2019,12,1643898
RAJASTHAN,2020,1,1692461
RAJASTHAN,2020,2,2238240
RAJASTHAN,2020,3,1806479
SIKKIM,2019,4,9656
SIKKIM,2019,5,16672
SIKKIM,2019,6,15133
SIKKIM,2019,7,20729
SIKKIM,2019,8,22187
SIKKIM,2019,9,21223
SIKKIM,2019,10,8868
SIKKIM,2019,11,21373
SIKKIM,2019,12,22733
SIKKIM,2020,1,22040
SIKKIM,2020,2,26808
SIKKIM,2020,3,17915
TAMIL NADU,2019,4,2759532
TAMIL NADU,2019,5,3194661
TAMIL NADU,2019,6,3351675
TAMIL NADU,2019,7,3384967
TAMIL NADU,2019,8,3534382
TAMIL NADU,2019,9,2974877
TAMIL NADU,2019,10,2437731
TAMIL NADU,2019,11,1943985
TAMIL NADU,2019,12,1478541
TAMIL NADU,2020,1,1358601
TAMIL NADU,2020,2,2361394
TAMIL NADU,2020,3,2590649
TELANGANA,2019,4,2024399
TELANGANA,2019,5,2178850
TELANGANA,2019,6,1756111
TELANGANA,2019,7,529220
TELANGANA,2019,8,78835
TELANGANA,2019,9,52689
TELANGANA,2019,10,37448
TELANGANA,2019,11,23696
TELANGANA,2019,12,49732
TELANGANA,2020,1,61226
TELANGANA,2020,2,131349
TELANGANA,2020,3,336339
TRIPURA,2019,4,8933
TRIPURA,2019,5,301531
TRIPURA,2019,6,440055
TRIPURA,2019,7,367328
TRIPURA,2019,8,305343
TRIPURA,2019,9,411184
TRIPURA,2019,10,122666
TRIPURA,2019,11,148612
TRIPURA,2019,12,254780
TRIPURA,2020,1,247861
TRIPURA,2020,2,276415
TRIPURA,2020,3,226943
UTTAR PRADESH,2019,4,1128901
UTTAR PRADESH,2019,5,1372782
UTTAR PRADESH,2019,6,2258192
UTTAR PRADESH,2019,7,1897128
UTTAR PRADESH,2019,8,1721871
UTTAR PRADESH,2019,9,1683934
UTTAR PRADESH,2019,10,1487400
UTTAR PRADESH,2019,11,2040878
UTTAR PRADESH,2019,12,2127926
UTTAR PRADESH,2020,1,1939035
UTTAR PRADESH,2020,2,1695223
UTTAR PRADESH,2020,3,1539816
UTTARAKHAND,2019,4,128421
UTTARAKHAND,2019,5,99928
UTTARAKHAND,2019,6,82309
UTTARAKHAND,2019,7,90884
UTTARAKHAND,2019,8,105086
UTTARAKHAND,2019,9,104135
UTTARAKHAND,2019,10,68346
UTTARAKHAND,2019,11,92966
UTTARAKHAND,2019,12,136514
UTTARAKHAND,2020,1,181346
UTTARAKHAND,2020,2,239522
UTTARAKHAND,2020,3,213267
WEST BENGAL,2019,4,602723
WEST BENGAL,2019,5,832117
WEST BENGAL,2019,6,961875
WEST BENGAL,2019,7,495268
WEST BENGAL,2019,8,397310
WEST BENGAL,2019,9,793696
WEST BENGAL,2019,10,883737
WEST BENGAL,2019,11,1486239
WEST BENGAL,2019,12,2083815
WEST BENGAL,2020,1,2575977
WEST BENGAL,2020,2,2807153
WEST BENGAL,2020,3,2148721
ANDAMAN AND NICOBAR,2019,4,1180
ANDAMAN AND NICOBAR,2019,5,1716
ANDAMAN AND NICOBAR,2019,6,1603
ANDAMAN AND NICOBAR,2019,7,1990
ANDAMAN AND NICOBAR,2019,8,1841
ANDAMAN AND NICOBAR,2019,9,1987
ANDAMAN AND NICOBAR,2019,10,2524
ANDAMAN AND NICOBAR,2019,11,2271
ANDAMAN AND NICOBAR,2019,12,2539
ANDAMAN AND NICOBAR,2020,1,2555
ANDAMAN AND NICOBAR,2020,2,2183
ANDAMAN AND NICOBAR,2020,3,1473
DN HAVELI AND DD,2019,4,0
DN HAVELI AND DD,2019,5,0
DN HAVELI AND DD,2019,6,0
DN HAVELI AND DD,2019,7,0
DN HAVELI AND DD,2019,8,0
DN HAVELI AND DD,2019,9,0
DN HAVELI AND DD,2019,10,0
DN HAVELI AND DD,2019,11,0
DN HAVELI AND DD,2019,12,0
DN HAVELI AND DD,2020,1,0
DN HAVELI AND DD,2020,2,0
DN HAVELI AND DD,2020,3,0
LAKSHADWEEP,2019,4,5
LAKSHADWEEP,2019,5,2
LAKSHADWEEP,2019,6,0
LAKSHADWEEP,2019,7,6
LAKSHADWEEP,2019,8,24
LAKSHADWEEP,2019,9,43
LAKSHADWEEP,2019,10,55
LAKSHADWEEP,2019,11,35
LAKSHADWEEP,2019,12,31
LAKSHADWEEP,2020,1,33
LAKSHADWEEP,2020,2,38
LAKSHADWEEP,2020,3,49
PUDUCHERRY,2019,4,1788
PUDUCHERRY,2019,5,5558
PUDUCHERRY,2019,6,16557
PUDUCHERRY,2019,7,24644
PUDUCHERRY,2019,8,21908
PUDUCHERRY,2019,9,19399
PUDUCHERRY,2019,10,5793
PUDUCHERRY,2019,11,6070
PUDUCHERRY,2019,12,1125
PUDUCHERRY,2020,1,1651
PUDUCHERRY,2020,2,11476
PUDUCHERRY,2020,3,11040
ANDHRA PRADESH,2020,4,3459538
ANDHRA PRADESH,2020,5,4203146
ANDHRA PRADESH,2020,6,4501514
ANDHRA PRADESH,2020,7,3835853
ANDHRA PRADESH,2020,8,2222589
ANDHRA PRADESH,2020,9,1707845
ANDHRA PRADESH,2020,10,1508748
ANDHRA PRADESH,2020,11,1328926
ANDHRA PRADESH,2020,12,2267512
ANDHRA PRADESH,2021,1,2100029
ANDHRA PRADESH,2021,2,2761108
ANDHRA PRADESH,2021,3,3126316
ARUNACHAL PRADESH,2020,4,42354
ARUNACHAL PRADESH,2020,5,100899
ARUNACHAL PRADESH,2020,6,89346
ARUNACHAL PRADESH,2020,7,60459
ARUNACHAL PRADESH,2020,8,46218
ARUNACHAL PRADESH,2020,9,67846
ARUNACHAL PRADESH,2020,10,55223
ARUNACHAL PRADESH,2020,11,55378
ARUNACHAL PRADESH,2020,12,49310
ARUNACHAL PRADESH,2021,1,67713
ARUNACHAL PRADESH,2021,2,104429
ARUNACHAL PRADESH,2021,3,106908
ASSAM,2020,4,23888
ASSAM,2020,5,550294
ASSAM,2020,6,653365
ASSAM,2020,7,488280
ASSAM,2020,8,469817
ASSAM,2020,9,482479
ASSAM,2020,10,550712
ASSAM,2020,11,881261
ASSAM,2020,12,1033606
ASSAM,2021,1,1007488
ASSAM,2021,2,1179297
ASSAM,2021,3,849359
BIHAR,2020,4,850970
BIHAR,2020,5,2030448
BIHAR,2020,6,2605900
BIHAR,2020,7,1330133
BIHAR,2020,8,888806
BIHAR,2020,9,1088785
BIHAR,2020,10,966782
BIHAR,2020,11,975473
BIHAR,2020,12,1419953
BIHAR,2021,1,1755534
BIHAR,2021,2,1858951
BIHAR,2021,3,1729064
CHHATTISGARH,2020,4,1635412
CHHATTISGARH,2020,5,2491449
CHHATTISGARH,2020,6,1993247
CHHATTISGARH,2020,7,321021
CHHATTISGARH,2020,8,253602
CHHATTISGARH,2020,9,243306
CHHATTISGARH,2020,10,324845
CHHATTISGARH,2020,11,486166
CHHATTISGARH,2020,12,1156455
CHHATTISGARH,2021,1,915482
CHHATTISGARH,2021,2,1914132
CHHATTISGARH,2021,3,1874411
GOA,2020,4,391
GOA,2020,5,805
GOA,2020,6,680
GOA,2020,7,272
GOA,2020,8,281
GOA,2020,9,465
GOA,2020,10,1480
GOA,2020,11,2279
GOA,2020,12,2033
GOA,2021,1,1455
GOA,2021,2,1134
GOA,2021,3,732
GUJARAT,2020,4,93254
GUJARAT,2020,5,767303
GUJARAT,2020,6,806751
GUJARAT,2020,7,247197
GUJARAT,2020,8,153767
GUJARAT,2020,9,132417
GUJARAT,2020,10,136758
GUJARAT,2020,11,90960
GUJARAT,2020,12,237072
GUJARAT,2021,1,274381
GUJARAT,2021,2,320549
GUJARAT,2021,3,271043
HARYANA,2020,4,43002
HARYANA,2020,5,205197
HARYANA,2020,6,223051
HARYANA,2020,7,184583
HARYANA,2020,8,157092
HARYANA,2020,9,146782
HARYANA,2020,10,145100
HARYANA,2020,11,140118
HARYANA,2020,12,173610
HARYANA,2021,1,148132
HARYANA,2021,2,130747
HARYANA,2021,3,90056
HIMACHAL PRADESH,2020,4,34435
HIMACHAL PRADESH,2020,5,192613
HIMACHAL PRADESH,2020,6,286174
HIMACHAL PRADESH,2020,7,285823
HIMACHAL PRADESH,2020,8,248753
HIMACHAL PRADESH,2020,9,248690
HIMACHAL PRADESH,2020,10,253448
HIMACHAL PRADESH,2020,11,245888
HIMACHAL PRADESH,2020,12,213052
HIMACHAL PRADESH,2021,1,28326
HIMACHAL PRADESH,2021,2,110284
HIMACHAL PRADESH,2021,3,177902
JAMMU AND KASHMIR,2020,4,21565
JAMMU AND KASHMIR,2020,5,98078
JAMMU AND KASHMIR,2020,6,123460
JAMMU AND KASHMIR,2020,7,141218
JAMMU AND KASHMIR,2020,8,83795
JAMMU AND KASHMIR,2020,9,120898
JAMMU AND KASHMIR,2020,10,148275
JAMMU AND KASHMIR,2020,11,176425
JAMMU AND KASHMIR,2020,12,165315
JAMMU AND KASHMIR,2021,1,173519
JAMMU AND KASHMIR,2021,2,289559
JAMMU AND KASHMIR,2021,3,262243
JHARKHAND,2020,4,244581
JHARKHAND,2020,5,685952
JHARKHAND,2020,6,1072183
JHARKHAND,2020,7,974003
JHARKHAND,2020,8,742007
JHARKHAND,2020,9,1100624
JHARKHAND,2020,10,1248886
JHARKHAND,2020,11,1093355
JHARKHAND,2020,12,1172685
JHARKHAND,2021,1,972414
JHARKHAND,2021,2,871813
JHARKHAND,2021,3,980604
KARNATAKA,2020,4,452260
KARNATAKA,2020,5,1259720
KARNATAKA,2020,6,1512692
KARNATAKA,2020,7,1280927
KARNATAKA,2020,8,897865
KARNATAKA,2020,9,898986
KARNATAKA,2020,10,834274
KARNATAKA,2020,11,807746
KARNATAKA,2020,12,522081
KARNATAKA,2021,1,752357
KARNATAKA,2021,2,909964
KARNATAKA,2021,3,1049224
KERALA,2020,4,53510
KERALA,2020,5,580832
KERALA,2020,6,929347
KERALA,2020,7,853732
KERALA,2020,8,757580
KERALA,2020,9,955221
KERALA,2020,10,988679
KERALA,2020,11,1137587
KERALA,2020,12,946626
KERALA,2021,1,1042273
KERALA,2021,2,1011822
KERALA,2021,3,880562
LADAKH,2020,4,231
LADAKH,2020,5,5136
LADAKH,2020,6,10848
LADAKH,2020,7,8380
LADAKH,2020,8,7391
LADAKH,2020,9,8726
LADAKH,2020,10,11900
LADAKH,2020,11,7821
LADAKH,2020,12,6702
LADAKH,2021,1,6914
LADAKH,2021,2,4128
LADAKH,2021,3,3844
MADHYA PRADESH,2020,4,764618
MADHYA PRADESH,2020,5,2513563
MADHYA PRADESH,2020,6,2815050
MADHYA PRADESH,2020,7,2253066
MADHYA PRADESH,2020,8,1885539
MADHYA PRADESH,2020,9,1999835
MADHYA PRADESH,2020,10,1970028
MADHYA PRADESH,2020,11,1894168
MADHYA PRADESH,2020,12,2637529
MADHYA PRADESH,2021,1,2525771
MADHYA PRADESH,2021,2,2061147
MADHYA PRADESH,2021,3,1924204
MAHARASHTRA,2020,4,229527
MAHARASHTRA,2020,5,813144
MAHARASHTRA,2020,6,664773
MAHARASHTRA,2020,7,341267
MAHARASHTRA,2020,8,237468
MAHARASHTRA,2020,9,261322
MAHARASHTRA,2020,10,258578
MAHARASHTRA,2020,11,224621
MAHARASHTRA,2020,12,360501
MAHARASHTRA,2021,1,380927
MAHARASHTRA,2021,2,541751
MAHARASHTRA,2021,3,629786
MANIPUR,2020,4,16920
MANIPUR,2020,5,120867
MANIPUR,2020,6,137545
MANIPUR,2020,7,247819
MANIPUR,2020,8,264211
MANIPUR,2020,9,314044
MANIPUR,2020,10,347107
MANIPUR,2020,11,208039
MANIPUR,2020,12,160501
MANIPUR,2021,1,146682
MANIPUR,2021,2,102449
MANIPUR,2021,3,265385
MEGHALAYA,2020,4,24500
MEGHALAYA,2020,5,106440
MEGHALAYA,2020,6,194480
MEGHALAYA,2020,7,178868
MEGHALAYA,2020,8,213461
MEGHALAYA,2020,9,239014
MEGHALAYA,2020,10,185335
MEGHALAYA,2020,11,154877
MEGHALAYA,2020,12,145445
MEGHALAYA,2021,1,185175
MEGHALAYA,2021,2,217668
MEGHALAYA,2021,3,231507
MIZORAM,2020,4,196757
MIZORAM,2020,5,197967
MIZORAM,2020,6,198998
MIZORAM,2020,7,198896
MIZORAM,2020,8,199485
MIZORAM,2020,9,199985
MIZORAM,2020,10,200916
MIZORAM,2020,11,201767
MIZORAM,2020,12,181494
MIZORAM,2021,1,198843
MIZORAM,2021,2,203231
MIZORAM,2021,3,1651
NAGALAND,2020,4,41043
NAGALAND,2020,5,359296
NAGALAND,2020,6,314623
NAGALAND,2020,7,257240
NAGALAND,2020,8,252612
NAGALAND,2020,9,213149
NAGALAND,2020,10,217339
NAGALAND,2020,11,140334
NAGALAND,2020,12,104296
NAGALAND,2021,1,104924
NAGALAND,2021,2,152116
NAGALAND,2021,3,105540
ODISHA,2020,4,519854
ODISHA,2020,5,1268053
ODISHA,2020,6,1634013
ODISHA,2020,7,1208332
ODISHA,2020,8,1194352
ODISHA,2020,9,1296494
ODISHA,2020,10,1223553
ODISHA,2020,11,1318544
ODISHA,2020,12,1363062
ODISHA,2021,1,1349347
ODISHA,2021,2,1136313
ODISHA,2021,3,1073622
PUNJAB,2020,4,33515
PUNJAB,2020,5,280902
PUNJAB,2020,6,358260
PUNJAB,2020,7,430104
PUNJAB,2020,8,455163
PUNJAB,2020,9,426111
PUNJAB,2020,10,336656
PUNJAB,2020,11,310217
PUNJAB,2020,12,355316
PUNJAB,2021,1,364552
PUNJAB,2021,2,359588
PUNJAB,2021,3,346651
RAJASTHAN,2020,4,926007
RAJASTHAN,2020,5,4129546
RAJASTHAN,2020,6,5372520
RAJASTHAN,2020,7,3900092
RAJASTHAN,2020,8,2363217
RAJASTHAN,2020,9,1701267
RAJASTHAN,2020,10,1548287
RAJASTHAN,2020,11,1576808
RAJASTHAN,2020,12,2430360
RAJASTHAN,2021,1,2978664
RAJASTHAN,2021,2,3138607
RAJASTHAN,2021,3,2422259
SIKKIM,2020,4,5195
SIKKIM,2020,5,14701
SIKKIM,2020,6,42569
SIKKIM,2020,7,33080
SIKKIM,2020,8,24584
SIKKIM,2020,9,25635
SIKKIM,2020,10,21715
SIKKIM,2020,11,17770
SIKKIM,2020,12,18936
SIKKIM,2021,1,21231
SIKKIM,2021,2,22973
SIKKIM,2021,3,22762
TAMIL NADU,2020,4,389827
TAMIL NADU,2020,5,2637849
TAMIL NADU,2020,6,4132295
TAMIL NADU,2020,7,4343811
TAMIL NADU,2020,8,4113929
TAMIL NADU,2020,9,4345369
TAMIL NADU,2020,10,4585102
TAMIL NADU,2020,11,3730332
TAMIL NADU,2020,12,3366981
TAMIL NADU,2021,1,2778859
TAMIL NADU,2021,2,3414909
TAMIL NADU,2021,3,3279129
TELANGANA,2020,4,1252708
TELANGANA,2020,5,2964988
TELANGANA,2020,6,2074994
TELANGANA,2020,7,376537
TELANGANA,2020,8,130346
TELANGANA,2020,9,131436
TELANGANA,2020,10,177689
TELANGANA,2020,11,238939
TELANGANA,2020,12,555464
TELANGANA,2021,1,589429
TELANGANA,2021,2,1103534
TELANGANA,2021,3,1374474
TRIPURA,2020,4,87189
TRIPURA,2020,5,414841
TRIPURA,2020,6,370490
TRIPURA,2020,7,374974
TRIPURA,2020,8,361073
TRIPURA,2020,9,399690
TRIPURA,2020,10,325156
TRIPURA,2020,11,295315
TRIPURA,2020,12,340413
TRIPURA,2021,1,299305
TRIPURA,2021,2,275199
TRIPURA,2021,3,235250
UTTAR PRADESH,2020,4,1108243
UTTAR PRADESH,2020,5,5456120
UTTAR PRADESH,2020,6,7460309
UTTAR PRADESH,2020,7,4344543
UTTAR PRADESH,2020,8,3253779
UTTAR PRADESH,2020,9,3031514
UTTAR PRADESH,2020,10,3269854
UTTAR PRADESH,2020,11,2725179
UTTAR PRADESH,2020,12,2761699
UTTAR PRADESH,2021,1,2648208
UTTAR PRADESH,2021,2,2463346
UTTAR PRADESH,2021,3,2008243
UTTARAKHAND,2020,4,74993
UTTARAKHAND,2020,5,195533
UTTARAKHAND,2020,6,224896
UTTARAKHAND,2020,7,240792
UTTARAKHAND,2020,8,216738
UTTARAKHAND,2020,9,224896
UTTARAKHAND,2020,10,184179
UTTARAKHAND,2020,11,149811
UTTARAKHAND,2020,12,171872
UTTARAKHAND,2021,1,196279
UTTARAKHAND,2021,2,209811
UTTARAKHAND,2021,3,195086
WEST BENGAL,2020,4,749249
WEST BENGAL,2020,5,2616157
WEST BENGAL,2020,6,3871798
WEST BENGAL,2020,7,3166209
WEST BENGAL,2020,8,2166059
WEST BENGAL,2020,9,2332424
WEST BENGAL,2020,10,2303570
WEST BENGAL,2020,11,2121405
WEST BENGAL,2020,12,2192788
WEST BENGAL,2021,1,2307467
WEST BENGAL,2021,2,1783662
WEST BENGAL,2021,3,691351
ANDAMAN AND NICOBAR,2020,4,787
ANDAMAN AND NICOBAR,2020,5,2636
ANDAMAN AND NICOBAR,2020,6,3302
ANDAMAN AND NICOBAR,2020,7,2966
ANDAMAN AND NICOBAR,2020,8,644
ANDAMAN AND NICOBAR,2020,9,2613
ANDAMAN AND NICOBAR,2020,10,2350
ANDAMAN AND NICOBAR,2020,11,2085
ANDAMAN AND NICOBAR,2020,12,2562
ANDAMAN AND NICOBAR,2021,1,2472
ANDAMAN AND NICOBAR,2021,2,2309
ANDAMAN AND NICOBAR,2021,3,1368
DN HAVELI AND DD,2020,4,0
DN HAVELI AND DD,2020,5,0
DN HAVELI AND DD,2020,6,0
DN HAVELI AND DD,2020,7,0
DN HAVELI AND DD,2020,8,0
DN HAVELI AND DD,2020,9,0
DN HAVELI AND DD,2020,10,0
DN HAVELI AND DD,2020,11,0
DN HAVELI AND DD,2020,12,0
DN HAVELI AND DD,2021,1,0
DN HAVELI AND DD,2021,2,0
DN HAVELI AND DD,2021,3,0
LAKSHADWEEP,2020,4,8
LAKSHADWEEP,2020,5,35
LAKSHADWEEP,2020,6,18
LAKSHADWEEP,2020,7,15
LAKSHADWEEP,2020,8,22
LAKSHADWEEP,2020,9,13
LAKSHADWEEP,2020,10,18
LAKSHADWEEP,2020,11,14
LAKSHADWEEP,2020,12,6
LAKSHADWEEP,2021,1,25
LAKSHADWEEP,2021,2,9
LAKSHADWEEP,2021,3,10
PUDUCHERRY,2020,4,13598
PUDUCHERRY,2020,5,31200
PUDUCHERRY,2020,6,37970
PUDUCHERRY,2020,7,32708
PUDUCHERRY,2020,8,25234
PUDUCHERRY,2020,9,14134
PUDUCHERRY,2020,10,11261
PUDUCHERRY,2020,11,5073
PUDUCHERRY,2020,12,985
PUDUCHERRY,2021,1,541
PUDUCHERRY,2021,2,1121
PUDUCHERRY,2021,3,374
ANDHRA PRADESH,2021,4,4243334
ANDHRA PRADESH,2021,5,4590700
ANDHRA PRADESH,2021,6,4513079
ANDHRA PRADESH,2021,7,3744910
ANDHRA PRADESH,2021,8,2207968
ANDHRA PRADESH,2021,9,1047255
ANDHRA PRADESH,2021,10,743200
ANDHRA PRADESH,2021,11,343963
ANDHRA PRADESH,2021,12,74901
ANDHRA PRADESH,2022,1,353249
ANDHRA PRADESH,2022,2,1097512
ANDHRA PRADESH,2022,3,1887577
ARUNACHAL PRADESH,2021,4,19820
ARUNACHAL PRADESH,2021,5,31027
ARUNACHAL PRADESH,2021,6,42858
ARUNACHAL PRADESH,2021,7,81816
ARUNACHAL PRADESH,2021,8,141940
ARUNACHAL PRADESH,2021,9,144477
ARUNACHAL PRADESH,2021,10,70544
ARUNACHAL PRADESH,2021,11,51256
ARUNACHAL PRADESH,2021,12,66918
ARUNACHAL PRADESH,2022,1,121344
ARUNACHAL PRADESH,2022,2,142761
ARUNACHAL PRADESH,2022,3,106554
ASSAM,2021,4,862649
ASSAM,2021,5,780927
ASSAM,2021,6,858757
ASSAM,2021,7,559693
ASSAM,2021,8,558257
ASSAM,2021,9,485365
ASSAM,2021,10,373475
ASSAM,2021,11,612812
ASSAM,2021,12,903405
ASSAM,2022,1,945313
ASSAM,2022,2,809340
ASSAM,2022,3,1381546
BIHAR,2021,4,1913052
BIHAR,2021,5,2025316
BIHAR,2021,6,2015813
BIHAR,2021,7,970981
BIHAR,2021,8,703617
BIHAR,2021,9,686419
BIHAR,2021,10,550425
BIHAR,2021,11,555843
BIHAR,2021,12,785012
BIHAR,2022,1,1169967
BIHAR,2022,2,1708960
BIHAR,2022,3,2077633
CHHATTISGARH,2021,4,1433988
CHHATTISGARH,2021,5,1870704
CHHATTISGARH,2021,6,1731734
CHHATTISGARH,2021,7,244575
CHHATTISGARH,2021,8,179582
CHHATTISGARH,2021,9,193021
CHHATTISGARH,2021,10,348658
CHHATTISGARH,2021,11,563394
CHHATTISGARH,2021,12,1302890
CHHATTISGARH,2022,1,1615891
CHHATTISGARH,2022,2,1721518
CHHATTISGARH,2022,3,1438843
GOA,2021,4,159
GOA,2021,5,149
GOA,2021,6,917
GOA,2021,7,938
GOA,2021,8,1292
GOA,2021,9,695
GOA,2021,10,741
GOA,2021,11,1598
GOA,2021,12,1351
GOA,2022,1,880
GOA,2022,2,392
GOA,2022,3,334
GUJARAT,2021,4,587768
GUJARAT,2021,5,687051
GUJARAT,2021,6,695419
GUJARAT,2021,7,430871
GUJARAT,2021,8,216266
GUJARAT,2021,9,198679
