state_name,year,month,demand
GUJARAT,2021,10,201149
GUJARAT,2021,11,218026
GUJARAT,2021,12,303856
GUJARAT,2022,1,389980
GUJARAT,2022,2,334045
GUJARAT,2022,3,228981
HARYANA,2021,4,66623
HARYANA,2021,5,141781
HARYANA,2021,6,223434
HARYANA,2021,7,180599
HARYANA,2021,8,120267
HARYANA,2021,9,97688
HARYANA,2021,10,99455
HARYANA,2021,11,106474
HARYANA,2021,12,153251
HARYANA,2022,1,128251
HARYANA,2022,2,129698
HARYANA,2022,3,125700
HIMACHAL PRADESH,2021,4,182765
HIMACHAL PRADESH,2021,5,150246
HIMACHAL PRADESH,2021,6,226576
HIMACHAL PRADESH,2021,7,251567
HIMACHAL PRADESH,2021,8,248998
HIMACHAL PRADESH,2021,9,244049
HIMACHAL PRADESH,2021,10,176629
HIMACHAL PRADESH,2021,11,213629
HIMACHAL PRADESH,2021,12,244669
HIMACHAL PRADESH,2022,1,251280
HIMACHAL PRADESH,2022,2,261047
HIMACHAL PRADESH,2022,3,241991
JAMMU AND KASHMIR,2021,4,26815
JAMMU AND KASHMIR,2021,5,37011
JAMMU AND KASHMIR,2021,6,77629
JAMMU AND KASHMIR,2021,7,131051
JAMMU AND KASHMIR,2021,8,153227
JAMMU AND KASHMIR,2021,9,147153
JAMMU AND KASHMIR,2021,10,126247
JAMMU AND KASHMIR,2021,11,187570
JAMMU AND KASHMIR,2021,12,218477
JAMMU AND KASHMIR,2022,1,183242
JAMMU AND KASHMIR,2022,2,244814
JAMMU AND KASHMIR,2022,3,251796
JHARKHAND,2021,4,1168787
JHARKHAND,2021,5,1077703
JHARKHAND,2021,6,1040789
JHARKHAND,2021,7,737017
JHARKHAND,2021,8,580324
JHARKHAND,2021,9,796894
JHARKHAND,2021,10,896140
JHARKHAND,2021,11,954260
JHARKHAND,2021,12,915635
JHARKHAND,2022,1,792759
JHARKHAND,2022,2,623459
JHARKHAND,2022,3,658227
KARNATAKA,2021,4,1303609
KARNATAKA,2021,5,1042236
KARNATAKA,2021,6,1585158
KARNATAKA,2021,7,1632096
KARNATAKA,2021,8,1232980
KARNATAKA,2021,9,1073319
KARNATAKA,2021,10,988026
KARNATAKA,2021,11,771759
KARNATAKA,2021,12,662411
KARNATAKA,2022,1,799991
KARNATAKA,2022,2,945320
KARNATAKA,2022,3,945294
KERALA,2021,4,228355
KERALA,2021,5,104324
KERALA,2021,6,472466
KERALA,2021,7,854817
KERALA,2021,8,895242
KERALA,2021,9,1124655
KERALA,2021,10,1080612
KERALA,2021,11,1116827
KERALA,2021,12,1114981
KERALA,2022,1,1065854
KERALA,2022,2,1056698
KERALA,2022,3,860627
LADAKH,2021,4,68
LADAKH,2021,5,63
LADAKH,2021,6,343
LADAKH,2021,7,6644
LADAKH,2021,8,9838
LADAKH,2021,9,6229
LADAKH,2021,10,9207
LADAKH,2021,11,9158
LADAKH,2021,12,11365
LADAKH,2022,1,5813
LADAKH,2022,2,4785
LADAKH,2022,3,5688
MADHYA PRADESH,2021,4,2510788
MADHYA PRADESH,2021,5,2646864
MADHYA PRADESH,2021,6,2946980
MADHYA PRADESH,2021,7,1942629
MADHYA PRADESH,2021,8,1595433
MADHYA PRADESH,2021,9,1991102
MADHYA PRADESH,2021,10,1917853
MADHYA PRADESH,2021,11,1629578
MADHYA PRADESH,2021,12,1619348
MADHYA PRADESH,2022,1,1530775
MADHYA PRADESH,2022,2,1736780
MADHYA PRADESH,2022,3,1453383
MAHARASHTRA,2021,4,532531
MAHARASHTRA,2021,5,529327
MAHARASHTRA,2021,6,621637
MAHARASHTRA,2021,7,394763
MAHARASHTRA,2021,8,316682
MAHARASHTRA,2021,9,286028
MAHARASHTRA,2021,10,290799
MAHARASHTRA,2021,11,286934
MAHARASHTRA,2021,12,582814
MAHARASHTRA,2022,1,692062
MAHARASHTRA,2022,2,859094
MAHARASHTRA,2022,3,837110
MANIPUR,2021,4,9017
MANIPUR,2021,5,8478
MANIPUR,2021,6,22977
MANIPUR,2021,7,75042
MANIPUR,2021,8,225078
MANIPUR,2021,9,392756
MANIPUR,2021,10,419903
MANIPUR,2021,11,321170
MANIPUR,2021,12,204656
MANIPUR,2022,1,113234
MANIPUR,2022,2,53152
MANIPUR,2022,3,213376
MEGHALAYA,2021,4,27001
MEGHALAYA,2021,5,58682
MEGHALAYA,2021,6,109406
MEGHALAYA,2021,7,142547
MEGHALAYA,2021,8,166042
MEGHALAYA,2021,9,203429
MEGHALAYA,2021,10,195234
MEGHALAYA,2021,11,244838
MEGHALAYA,2021,12,209892
MEGHALAYA,2022,1,236564
MEGHALAYA,2022,2,259554
MEGHALAYA,2022,3,244370
MIZORAM,2021,4,204216
MIZORAM,2021,5,204682
MIZORAM,2021,6,205053
MIZORAM,2021,7,205196
MIZORAM,2021,8,205980
MIZORAM,2021,9,205045
MIZORAM,2021,10,206520
MIZORAM,2021,11,207203
MIZORAM,2021,12,206962
MIZORAM,2022,1,204826
MIZORAM,2022,2,206484
MIZORAM,2022,3,150903
NAGALAND,2021,4,66128
NAGALAND,2021,5,180002
NAGALAND,2021,6,220535
NAGALAND,2021,7,216535
NAGALAND,2021,8,281113
NAGALAND,2021,9,205323
NAGALAND,2021,10,170529
NAGALAND,2021,11,208359
NAGALAND,2021,12,79600
NAGALAND,2022,1,213299
NAGALAND,2022,2,257778
NAGALAND,2022,3,202104
ODISHA,2021,4,1217306
ODISHA,2021,5,1513917
ODISHA,2021,6,1604784
ODISHA,2021,7,1158968
ODISHA,2021,8,1198185
ODISHA,2021,9,1215964
ODISHA,2021,10,1083946
ODISHA,2021,11,1026281
ODISHA,2021,12,946284
ODISHA,2022,1,787669
ODISHA,2022,2,563924
ODISHA,2022,3,932399
PUNJAB,2021,4,299530
PUNJAB,2021,5,418424
PUNJAB,2021,6,429565
PUNJAB,2021,7,131564
PUNJAB,2021,8,58580
PUNJAB,2021,9,431266
PUNJAB,2021,10,378626
PUNJAB,2021,11,345521
PUNJAB,2021,12,426992
PUNJAB,2022,1,271190
PUNJAB,2022,2,133150
PUNJAB,2022,3,161325
RAJASTHAN,2021,4,2659917
RAJASTHAN,2021,5,1690739
RAJASTHAN,2021,6,2838894
RAJASTHAN,2021,7,4094497
RAJASTHAN,2021,8,2462480
RAJASTHAN,2021,9,2216434
RAJASTHAN,2021,10,1898230
RAJASTHAN,2021,11,2293021
RAJASTHAN,2021,12,3174392
RAJASTHAN,2022,1,3442078
RAJASTHAN,2022,2,2768506
RAJASTHAN,2022,3,2133950
SIKKIM,2021,4,16504
SIKKIM,2021,5,11092
SIKKIM,2021,6,20798
SIKKIM,2021,7,38682
SIKKIM,2021,8,27211
SIKKIM,2021,9,27078
SIKKIM,2021,10,14234
SIKKIM,2021,11,20387
SIKKIM,2021,12,23237
SIKKIM,2022,1,17244
SIKKIM,2022,2,18360
SIKKIM,2022,3,18205
TAMIL NADU,2021,4,3395946
TAMIL NADU,2021,5,2059374
TAMIL NADU,2021,6,2608369
TAMIL NADU,2021,7,4909763
TAMIL NADU,2021,8,4684193
TAMIL NADU,2021,9,4925772
TAMIL NADU,2021,10,3812537
TAMIL NADU,2021,11,3061947
TAMIL NADU,2021,12,3845024
TAMIL NADU,2022,1,3005904
TAMIL NADU,2022,2,3598794
TAMIL NADU,2022,3,3254550
TELANGANA,2021,4,1624243
TELANGANA,2021,5,1892241
TELANGANA,2021,6,1459980
TELANGANA,2021,7,406362
TELANGANA,2021,8,137653
TELANGANA,2021,9,122034
TELANGANA,2021,10,129826
TELANGANA,2021,11,284427
TELANGANA,2021,12,438932
TELANGANA,2022,1,545878
TELANGANA,2022,2,651091
TELANGANA,2022,3,946367
TRIPURA,2021,4,118793
TRIPURA,2021,5,390604
TRIPURA,2021,6,372888
TRIPURA,2021,7,369704
TRIPURA,2021,8,348510
TRIPURA,2021,9,452007
TRIPURA,2021,10,173248
TRIPURA,2021,11,313428
TRIPURA,2021,12,286978
TRIPURA,2022,1,278636
TRIPURA,2022,2,282996
TRIPURA,2022,3,231087
UTTAR PRADESH,2021,4,1090949
UTTAR PRADESH,2021,5,1169400
UTTAR PRADESH,2021,6,3521388
UTTAR PRADESH,2021,7,3613921
UTTAR PRADESH,2021,8,2787441
UTTAR PRADESH,2021,9,2483364
UTTAR PRADESH,2021,10,2346097
UTTAR PRADESH,2021,11,2723668
UTTAR PRADESH,2021,12,3148064
UTTAR PRADESH,2022,1,2290785
UTTAR PRADESH,2022,2,1582727
UTTAR PRADESH,2022,3,1540743
UTTARAKHAND,2021,4,100308
UTTARAKHAND,2021,5,75558
UTTARAKHAND,2021,6,165565
UTTARAKHAND,2021,7,191023
UTTARAKHAND,2021,8,171425
UTTARAKHAND,2021,9,160130
UTTARAKHAND,2021,10,141016
UTTARAKHAND,2021,11,141912
UTTARAKHAND,2021,12,202910
UTTARAKHAND,2022,1,184258
UTTARAKHAND,2022,2,117489
UTTARAKHAND,2022,3,129012
WEST BENGAL,2021,4,254457
WEST BENGAL,2021,5,1171493
WEST BENGAL,2021,6,3302106
WEST BENGAL,2021,7,3588260
WEST BENGAL,2021,8,2708112
WEST BENGAL,2021,9,2433566
WEST BENGAL,2021,10,1603297
WEST BENGAL,2021,11,1808018
WEST BENGAL,2021,12,1871590
WEST BENGAL,2022,1,1717813
WEST BENGAL,2022,2,1608661
WEST BENGAL,2022,3,1381219
ANDAMAN AND NICOBAR,2021,4,811
ANDAMAN AND NICOBAR,2021,5,666
ANDAMAN AND NICOBAR,2021,6,483
ANDAMAN AND NICOBAR,2021,7,1421
ANDAMAN AND NICOBAR,2021,8,1405
ANDAMAN AND NICOBAR,2021,9,1107
ANDAMAN AND NICOBAR,2021,10,1883
ANDAMAN AND NICOBAR,2021,11,1270
ANDAMAN AND NICOBAR,2021,12,1260
ANDAMAN AND NICOBAR,2022,1,1188
ANDAMAN AND NICOBAR,2022,2,921
ANDAMAN AND NICOBAR,2022,3,1982
DN HAVELI AND DD,2021,4,0
DN HAVELI AND DD,2021,5,0
DN HAVELI AND DD,2021,6,0
DN HAVELI AND DD,2021,7,0
DN HAVELI AND DD,2021,8,0
DN HAVELI AND DD,2021,9,0
DN HAVELI AND DD,2021,10,0
DN HAVELI AND DD,2021,11,0
DN HAVELI AND DD,2021,12,0
DN HAVELI AND DD,2022,1,0
DN HAVELI AND DD,2022,2,0
DN HAVELI AND DD,2022,3,0
LAKSHADWEEP,2021,4,7
LAKSHADWEEP,2021,5,10
LAKSHADWEEP,2021,6,15
LAKSHADWEEP,2021,7,18
LAKSHADWEEP,2021,8,11
LAKSHADWEEP,2021,9,9
LAKSHADWEEP,2021,10,3
LAKSHADWEEP,2021,11,14
LAKSHADWEEP,2021,12,3
LAKSHADWEEP,2022,1,7
LAKSHADWEEP,2022,2,10
LAKSHADWEEP,2022,3,13
PUDUCHERRY,2021,4,311
PUDUCHERRY,2021,5,1102
PUDUCHERRY,2021,6,13799
PUDUCHERRY,2021,7,22435
PUDUCHERRY,2021,8,25327
PUDUCHERRY,2021,9,15054
PUDUCHERRY,2021,10,6389
PUDUCHERRY,2021,11,347
PUDUCHERRY,2021,12,53
PUDUCHERRY,2022,1,2550
PUDUCHERRY,2022,2,10743
PUDUCHERRY,2022,3,9874
ANDHRA PRADESH,2022,4,3112894
ANDHRA PRADESH,2022,5,4093735
ANDHRA PRADESH,2022,6,3740063
ANDHRA PRADESH,2022,7,1184841
ANDHRA PRADESH,2022,8,619971
ANDHRA PRADESH,2022,9,647268
ANDHRA PRADESH,2022,10,584481
ANDHRA PRADESH,2022,11,755830
ANDHRA PRADESH,2022,12,745500
ANDHRA PRADESH,2023,1,1784399
ANDHRA PRADESH,2023,2,2153809
ANDHRA PRADESH,2023,3,2218664
ARUNACHAL PRADESH,2022,4,37262
ARUNACHAL PRADESH,2022,5,41953
ARUNACHAL PRADESH,2022,6,33862
ARUNACHAL PRADESH,2022,7,31441
ARUNACHAL PRADESH,2022,8,77394
ARUNACHAL PRADESH,2022,9,79111
ARUNACHAL PRADESH,2022,10,115922
ARUNACHAL PRADESH,2022,11,126264
ARUNACHAL PRADESH,2022,12,133885
ARUNACHAL PRADESH,2023,1,121250
ARUNACHAL PRADESH,2023,2,101340
ARUNACHAL PRADESH,2023,3,142093
ASSAM,2022,4,964771
ASSAM,2022,5,776922
ASSAM,2022,6,441024
ASSAM,2022,7,362696
ASSAM,2022,8,461516
ASSAM,2022,9,507096
ASSAM,2022,10,514663
ASSAM,2022,11,655032
ASSAM,2022,12,546313
ASSAM,2023,1,458627
ASSAM,2023,2,292135
ASSAM,2023,3,709625
BIHAR,2022,4,2060449
BIHAR,2022,5,2690638
BIHAR,2022,6,2800610
BIHAR,2022,7,1429763
BIHAR,2022,8,752856
BIHAR,2022,9,841156
BIHAR,2022,10,718987
BIHAR,2022,11,976289
BIHAR,2022,12,888695
BIHAR,2023,1,893520
BIHAR,2023,2,1338500
BIHAR,2023,3,1527948
CHHATTISGARH,2022,4,201741
CHHATTISGARH,2022,5,932437
CHHATTISGARH,2022,6,1108791
CHHATTISGARH,2022,7,323191
CHHATTISGARH,2022,8,272545
CHHATTISGARH,2022,9,345645
CHHATTISGARH,2022,10,453099
CHHATTISGARH,2022,11,748855
CHHATTISGARH,2022,12,1400120
CHHATTISGARH,2023,1,1703812
CHHATTISGARH,2023,2,1686084
CHHATTISGARH,2023,3,1612097
GOA,2022,4,630
GOA,2022,5,938
GOA,2022,6,1090
GOA,2022,7,472
GOA,2022,8,329
GOA,2022,9,480
GOA,2022,10,721
GOA,2022,11,1192
GOA,2022,12,1051
GOA,2023,1,1076
GOA,2023,2,957
GOA,2023,3,724
GUJARAT,2022,4,474914
GUJARAT,2022,5,662135
GUJARAT,2022,6,512132
GUJARAT,2022,7,51939
GUJARAT,2022,8,109693
GUJARAT,2022,9,186470
GUJARAT,2022,10,154697
GUJARAT,2022,11,203422
GUJARAT,2022,12,286716
GUJARAT,2023,1,298184
GUJARAT,2023,2,255917
GUJARAT,2023,3,224665
HARYANA,2022,4,52285
HARYANA,2022,5,124371
HARYANA,2022,6,144730
HARYANA,2022,7,113110
HARYANA,2022,8,119999
HARYANA,2022,9,110229
HARYANA,2022,10,55884
HARYANA,2022,11,42268
HARYANA,2022,12,75341
HARYANA,2023,1,81047
HARYANA,2023,2,96536
HARYANA,2023,3,109311
HIMACHAL PRADESH,2022,4,195926
HIMACHAL PRADESH,2022,5,236063
HIMACHAL PRADESH,2022,6,259474
HIMACHAL PRADESH,2022,7,207834
HIMACHAL PRADESH,2022,8,197247
HIMACHAL PRADESH,2022,9,217984
HIMACHAL PRADESH,2022,10,176181
HIMACHAL PRADESH,2022,11,149248
HIMACHAL PRADESH,2022,12,191560
HIMACHAL PRADESH,2023,1,159807
HIMACHAL PRADESH,2023,2,180138
HIMACHAL PRADESH,2023,3,205795
JAMMU AND KASHMIR,2022,4,16551
JAMMU AND KASHMIR,2022,5,27877
JAMMU AND KASHMIR,2022,6,42103
JAMMU AND KASHMIR,2022,7,64104
JAMMU AND KASHMIR,2022,8,94131
JAMMU AND KASHMIR,2022,9,197167
JAMMU AND KASHMIR,2022,10,157931
JAMMU AND KASHMIR,2022,11,191560
JAMMU AND KASHMIR,2022,12,310207
JAMMU AND KASHMIR,2023,1,162969
JAMMU AND KASHMIR,2023,2,248984
JAMMU AND KASHMIR,2023,3,280996
JHARKHAND,2022,4,652151
JHARKHAND,2022,5,357720
JHARKHAND,2022,6,540214
JHARKHAND,2022,7,607118
JHARKHAND,2022,8,583500
JHARKHAND,2022,9,739079
JHARKHAND,2022,10,747189
JHARKHAND,2022,11,833868
JHARKHAND,2022,12,836056
JHARKHAND,2023,1,908330
JHARKHAND,2023,2,902776
JHARKHAND,2023,3,855326
KARNATAKA,2022,4,884532
KARNATAKA,2022,5,1271119
KARNATAKA,2022,6,1426006
KARNATAKA,2022,7,1114218
KARNATAKA,2022,8,768170
KARNATAKA,2022,9,765284
KARNATAKA,2022,10,705854
KARNATAKA,2022,11,803388
KARNATAKA,2022,12,916327
KARNATAKA,2023,1,806374
KARNATAKA,2023,2,723260
KARNATAKA,2023,3,889364
KERALA,2022,4,416783
KERALA,2022,5,709508
KERALA,2022,6,916723
KERALA,2022,7,926685
KERALA,2022,8,898395
KERALA,2022,9,764924
KERALA,2022,10,955050
KERALA,2022,11,1001792
KERALA,2022,12,982632
KERALA,2023,1,950686
KERALA,2023,2,883081
KERALA,2023,3,824234
LADAKH,2022,4,47
LADAKH,2022,5,1532
LADAKH,2022,6,9745
LADAKH,2022,7,8029
LADAKH,2022,8,6095
LADAKH,2022,9,7855
LADAKH,2022,10,11625
LADAKH,2022,11,15587
LADAKH,2022,12,12969
LADAKH,2023,1,6606
LADAKH,2023,2,2755
LADAKH,2023,3,3916
MADHYA PRADESH,2022,4,1885972
MADHYA PRADESH,2022,5,2206796
MADHYA PRADESH,2022,6,1922771
MADHYA PRADESH,2022,7,1255331
MADHYA PRADESH,2022,8,1151502
MADHYA PRADESH,2022,9,1409648
MADHYA PRADESH,2022,10,1179056
MADHYA PRADESH,2022,11,1572147
MADHYA PRADESH,2022,12,1810204
MADHYA PRADESH,2023,1,1669978
MADHYA PRADESH,2023,2,1128270
MADHYA PRADESH,2023,3,826768
MAHARASHTRA,2022,4,831992
MAHARASHTRA,2022,5,946634
MAHARASHTRA,2022,6,826811
MAHARASHTRA,2022,7,413348
MAHARASHTRA,2022,8,287096
MAHARASHTRA,2022,9,354194
MAHARASHTRA,2022,10,300321
MAHARASHTRA,2022,11,433844
MAHARASHTRA,2022,12,396257
MAHARASHTRA,2023,1,490179
MAHARASHTRA,2023,2,389296
MAHARASHTRA,2023,3,526038
MANIPUR,2022,4,31080
MANIPUR,2022,5,6380
MANIPUR,2022,6,15458
MANIPUR,2022,7,57413
MANIPUR,2022,8,37220
MANIPUR,2022,9,70980
MANIPUR,2022,10,79351
MANIPUR,2022,11,91621
MANIPUR,2022,12,84696
MANIPUR,2023,1,107803
MANIPUR,2023,2,145199
MANIPUR,2023,3,218450
MEGHALAYA,2022,4,25681
MEGHALAYA,2022,5,39322
MEGHALAYA,2022,6,38011
MEGHALAYA,2022,7,90629
MEGHALAYA,2022,8,163076
MEGHALAYA,2022,9,177141
MEGHALAYA,2022,10,180601
MEGHALAYA,2022,11,221181
MEGHALAYA,2022,12,202625
MEGHALAYA,2023,1,255773
MEGHALAYA,2023,2,156658
MEGHALAYA,2023,3,243048
MIZORAM,2022,4,207905
MIZORAM,2022,5,208100
MIZORAM,2022,6,209029
MIZORAM,2022,7,181308
MIZORAM,2022,8,205897
MIZORAM,2022,9,205156
MIZORAM,2022,10,208208
MIZORAM,2022,11,209631
MIZORAM,2022,12,184575
MIZORAM,2023,1,186422
MIZORAM,2023,2,202266
MIZORAM,2023,3,207087
NAGALAND,2022,4,149781
NAGALAND,2022,5,261599
NAGALAND,2022,6,276179
NAGALAND,2022,7,277614
NAGALAND,2022,8,240988
NAGALAND,2022,9,289871
NAGALAND,2022,10,190744
NAGALAND,2022,11,105885
NAGALAND,2022,12,52603
NAGALAND,2023,1,2497
NAGALAND,2023,2,13725
NAGALAND,2023,3,159048
ODISHA,2022,4,1072331
ODISHA,2022,5,1430539
ODISHA,2022,6,1515619
ODISHA,2022,7,1010420
ODISHA,2022,8,763899
ODISHA,2022,9,872900
ODISHA,2022,10,940624
ODISHA,2022,11,1132858
ODISHA,2022,12,1239645
ODISHA,2023,1,1017487
ODISHA,2023,2,867535
ODISHA,2023,3,1117773
PUNJAB,2022,4,169963
PUNJAB,2022,5,390264
PUNJAB,2022,6,417071
PUNJAB,2022,7,323196
PUNJAB,2022,8,375724
PUNJAB,2022,9,377291
PUNJAB,2022,10,294532
PUNJAB,2022,11,352269
PUNJAB,2022,12,370375
PUNJAB,2023,1,334255
PUNJAB,2023,2,334320
PUNJAB,2023,3,278556
RAJASTHAN,2022,4,2201159
RAJASTHAN,2022,5,2934221
RAJASTHAN,2022,6,3614310
RAJASTHAN,2022,7,2021446
RAJASTHAN,2022,8,978172
RAJASTHAN,2022,9,1110065
RAJASTHAN,2022,10,1181815
RAJASTHAN,2022,11,2071589
RAJASTHAN,2022,12,2848082
RAJASTHAN,2023,1,3106589
RAJASTHAN,2023,2,2788293
RAJASTHAN,2023,3,1952240
SIKKIM,2022,4,12536
SIKKIM,2022,5,14587
SIKKIM,2022,6,23094
SIKKIM,2022,7,35576
SIKKIM,2022,8,27074
SIKKIM,2022,9,22372
SIKKIM,2022,10,7824
SIKKIM,2022,11,14071
SIKKIM,2022,12,23037
SIKKIM,2023,1,19366
SIKKIM,2023,2,18627
SIKKIM,2023,3,26190
TAMIL NADU,2022,4,2357989
TAMIL NADU,2022,5,3586494
TAMIL NADU,2022,6,4234559
TAMIL NADU,2022,7,3814329
TAMIL NADU,2022,8,3729865
TAMIL NADU,2022,9,3540018
TAMIL NADU,2022,10,3525492
TAMIL NADU,2022,11,3264899
TAMIL NADU,2022,12,3803871
TAMIL NADU,2023,1,3106808
TAMIL NADU,2023,2,3626284
TAMIL NADU,2023,3,4348876
TELANGANA,2022,4,2314649
TELANGANA,2022,5,2613825
TELANGANA,2022,6,1985863
TELANGANA,2022,7,688117
TELANGANA,2022,8,378452
TELANGANA,2022,9,356786
TELANGANA,2022,10,244969
TELANGANA,2022,11,219247
TELANGANA,2022,12,178673
TELANGANA,2023,1,200335
TELANGANA,2023,2,885613
TELANGANA,2023,3,1167566
TRIPURA,2022,4,87564
TRIPURA,2022,5,153814
TRIPURA,2022,6,261213
TRIPURA,2022,7,273517
TRIPURA,2022,8,255317
TRIPURA,2022,9,329495
TRIPURA,2022,10,200196
TRIPURA,2022,11,297120
TRIPURA,2022,12,312064
TRIPURA,2023,1,268964
TRIPURA,2023,2,59387
TRIPURA,2023,3,142742
UTTAR PRADESH,2022,4,1764739
UTTAR PRADESH,2022,5,3036744
UTTAR PRADESH,2022,6,3728895
UTTAR PRADESH,2022,7,3228524
UTTAR PRADESH,2022,8,2209320
UTTAR PRADESH,2022,9,2011485
UTTAR PRADESH,2022,10,1533504
UTTAR PRADESH,2022,11,1911517
UTTAR PRADESH,2022,12,2166144
UTTAR PRADESH,2023,1,1446318
UTTAR PRADESH,2023,2,1507888
UTTAR PRADESH,2023,3,1580916
UTTARAKHAND,2022,4,143717
UTTARAKHAND,2022,5,132216
UTTARAKHAND,2022,6,142327
UTTARAKHAND,2022,7,134643
UTTARAKHAND,2022,8,124177
UTTARAKHAND,2022,9,119396
UTTARAKHAND,2022,10,95027
UTTARAKHAND,2022,11,117033
UTTARAKHAND,2022,12,150682
UTTARAKHAND,2023,1,108689
UTTARAKHAND,2023,2,133557
UTTARAKHAND,2023,3,159928
WEST BENGAL,2022,4,925012
WEST BENGAL,2022,5,828993
WEST BENGAL,2022,6,547362
WEST BENGAL,2022,7,146232
WEST BENGAL,2022,8,65213
WEST BENGAL,2022,9,65246
WEST BENGAL,2022,10,20338
WEST BENGAL,2022,11,25300
WEST BENGAL,2022,12,12461
WEST BENGAL,2023,1,17159
WEST BENGAL,2023,2,5272
WEST BENGAL,2023,3,5084
ANDAMAN AND NICOBAR,2022,4,1398
ANDAMAN AND NICOBAR,2022,5,922
ANDAMAN AND NICOBAR,2022,6,937
ANDAMAN AND NICOBAR,2022,7,911
ANDAMAN AND NICOBAR,2022,8,1396
ANDAMAN AND NICOBAR,2022,9,1503
ANDAMAN AND NICOBAR,2022,10,910
ANDAMAN AND NICOBAR,2022,11,1047
ANDAMAN AND NICOBAR,2022,12,1234
ANDAMAN AND NICOBAR,2023,1,1477
ANDAMAN AND NICOBAR,2023,2,1643
ANDAMAN AND NICOBAR,2023,3,2009
DN HAVELI AND DD,2022,4,0
DN HAVELI AND DD,2022,5,0
DN HAVELI AND DD,2022,6,0
DN HAVELI AND DD,2022,7,0
DN HAVELI AND DD,2022,8,0
DN HAVELI AND DD,2022,9,0
DN HAVELI AND DD,2022,10,0
DN HAVELI AND DD,2022,11,0
DN HAVELI AND DD,2022,12,0
DN HAVELI AND DD,2023,1,0
DN HAVELI AND DD,2023,2,0
DN HAVELI AND DD,2023,3,0
LAKSHADWEEP,2022,4,11
LAKSHADWEEP,2022,5,23
LAKSHADWEEP,2022,6,16
LAKSHADWEEP,2022,7,20
LAKSHADWEEP,2022,8,19
LAKSHADWEEP,2022,9,7
LAKSHADWEEP,2022,10,38
LAKSHADWEEP,2022,11,51
LAKSHADWEEP,2022,12,68
LAKSHADWEEP,2023,1,64
LAKSHADWEEP,2023,2,40
LAKSHADWEEP,2023,3,41
PUDUCHERRY,2022,4,2085
PUDUCHERRY,2022,5,17457
PUDUCHERRY,2022,6,22622
PUDUCHERRY,2022,7,26586
PUDUCHERRY,2022,8,16010
PUDUCHERRY,2022,9,5540
PUDUCHERRY,2022,10,4723
PUDUCHERRY,2022,11,6164
PUDUCHERRY,2022,12,13886
PUDUCHERRY,2023,1,10607
PUDUCHERRY,2023,2,11105
PUDUCHERRY,2023,3,7983
ANDHRA PRADESH,2023,4,3051605
ANDHRA PRADESH,2023,5,3882136
ANDHRA PRADESH,2023,6,3707238
ANDHRA PRADESH,2023,7,2339234
ANDHRA PRADESH,2023,8,811713
ANDHRA PRADESH,2023,9,546197
ANDHRA PRADESH,2023,10,531450
ANDHRA PRADESH,2023,11,802087
ANDHRA PRADESH,2023,12,689781
ANDHRA PRADESH,2024,1,955191
ANDHRA PRADESH,2024,2,1573750
ANDHRA PRADESH,2024,3,1775759
ARUNACHAL PRADESH,2023,4,28382
ARUNACHAL PRADESH,2023,5,50054
ARUNACHAL PRADESH,2023,6,51026
ARUNACHAL PRADESH,2023,7,65899
ARUNACHAL PRADESH,2023,8,104202
ARUNACHAL PRADESH,2023,9,87450
ARUNACHAL PRADESH,2023,10,112378
ARUNACHAL PRADESH,2023,11,125232
ARUNACHAL PRADESH,2023,12,131079
ARUNACHAL PRADESH,2024,1,101324
ARUNACHAL PRADESH,2024,2,128555
ARUNACHAL PRADESH,2024,3,139428
ASSAM,2023,4,502358
ASSAM,2023,5,922127
ASSAM,2023,6,851919
ASSAM,2023,7,671026
ASSAM,2023,8,621100
ASSAM,2023,9,573071
ASSAM,2023,10,436105
ASSAM,2023,11,434384
ASSAM,2023,12,506168
ASSAM,2024,1,314296
ASSAM,2024,2,486355
ASSAM,2024,3,467559
BIHAR,2023,4,2026269
BIHAR,2023,5,2475449
BIHAR,2023,6,2721654
BIHAR,2023,7,858971
BIHAR,2023,8,536385
BIHAR,2023,9,556500
BIHAR,2023,10,740223
BIHAR,2023,11,1103429
BIHAR,2023,12,1501846
BIHAR,2024,1,1650806
BIHAR,2024,2,1745359
BIHAR,2024,3,1750884
CHHATTISGARH,2023,4,1353340
CHHATTISGARH,2023,5,1650055
CHHATTISGARH,2023,6,1349115
CHHATTISGARH,2023,7,138929
CHHATTISGARH,2023,8,157677
CHHATTISGARH,2023,9,179925
CHHATTISGARH,2023,10,277626
CHHATTISGARH,2023,11,311750
CHHATTISGARH,2023,12,783167
CHHATTISGARH,2024,1,1169754
CHHATTISGARH,2024,2,1252534
CHHATTISGARH,2024,3,1163554
GOA,2023,4,667
GOA,2023,5,858
GOA,2023,6,809
GOA,2023,7,243
GOA,2023,8,251
GOA,2023,9,223
GOA,2023,10,73
GOA,2023,11,60
GOA,2023,12,54
GOA,2024,1,155
GOA,2024,2,571
GOA,2024,3,446
GUJARAT,2023,4,407018
GUJARAT,2023,5,526707
GUJARAT,2023,6,451904
GUJARAT,2023,7,231570
GUJARAT,2023,8,250188
GUJARAT,2023,9,212291
GUJARAT,2023,10,249594
GUJARAT,2023,11,157372
GUJARAT,2023,12,278591
GUJARAT,2024,1,322897
GUJARAT,2024,2,308149
GUJARAT,2024,3,196555
HARYANA,2023,4,49990
HARYANA,2023,5,121909
HARYANA,2023,6,189473
